"","xgboost.1","xgboost.2","xgboost.3"
"76",2.32892227172852,2.32882046699524,2.33069276809692
"77",2.39573431015015,2.39577960968018,2.39936590194702
"78",2.13655281066895,2.13641166687012,2.13357448577881
"79",2.10552144050598,2.10544633865356,2.10788917541504
"80",2.00548934936523,2.00539231300354,2.01006412506104
"81",1.78086841106415,1.7810378074646,1.77957165241241
"82",1.66520059108734,1.66514122486115,1.66432905197144
"83",1.8848785161972,1.88481974601746,1.88739514350891
"84",2.16207957267761,2.1621298789978,2.1542501449585
"85",2.68139576911926,2.68148303031921,2.68295454978943
"86",1.51118493080139,1.51132655143738,1.50380051136017
"87",2.0510311126709,2.05097556114197,2.05448579788208
"88",1.98753154277802,1.98766112327576,1.99035835266113
"89",1.77664923667908,1.77661430835724,1.77701544761658
"90",1.98943555355072,1.98948740959167,1.98918688297272
"91",1.7692152261734,1.7692528963089,1.76672208309174
"92",1.7308886051178,1.73072004318237,1.72108745574951
"93",2.14607715606689,2.14611434936523,2.14561867713928
"94",1.71494805812836,1.71495008468628,1.7146805524826
"95",2.36441469192505,2.36429405212402,2.368971824646
"96",1.51525366306305,1.51520657539368,1.51514780521393
"97",1.86609017848969,1.86590337753296,1.87260794639587
"98",2.32746934890747,2.3273229598999,2.3334789276123
"99",2.09169864654541,2.09167528152466,2.09473061561584
"100",2.24511861801147,2.24495315551758,2.25208139419556
"101",1.68974041938782,1.68972611427307,1.68872213363647
"102",1.80698823928833,1.80696368217468,1.8016608953476
"103",2.05560636520386,2.05555105209351,2.06110191345215
"104",2.08507084846497,2.08496022224426,2.08957934379578
"105",1.67081987857819,1.67085206508636,1.6723473072052
"106",2.2215518951416,2.22140979766846,2.22315406799316
"107",1.77429723739624,1.77421474456787,1.77439415454865
"108",2.01485657691956,2.01473093032837,2.01889991760254
"109",1.81951117515564,1.81943869590759,1.81844329833984
"110",2.16412949562073,2.16381978988647,2.1657407283783
"111",1.86733901500702,1.86728322505951,1.86385869979858
"112",1.98559582233429,1.98553895950317,1.99005651473999
"113",1.95979177951813,1.95966386795044,1.95987343788147
"114",1.90928471088409,1.9091614484787,1.91109454631805
"115",1.60274291038513,1.60251367092133,1.59496402740479
"116",1.59137988090515,1.5914124250412,1.59102475643158
"117",1.47755563259125,1.47752475738525,1.47568070888519
"118",1.86498916149139,1.8650426864624,1.85736560821533
"119",2.00701355934143,2.0069682598114,2.01004862785339
"120",1.47403466701508,1.47409558296204,1.46824014186859
"121",1.7097579240799,1.70952761173248,1.71542632579803
"122",1.36928963661194,1.36942708492279,1.36146020889282
"123",2.03072381019592,2.03059816360474,2.03494024276733
"124",2.28034400939941,2.28056955337524,2.26939129829407
"125",1.71549928188324,1.71559989452362,1.71225869655609
"126",2.36321187019348,2.36307907104492,2.37262630462646
"127",1.60606801509857,1.60602462291718,1.60742938518524
"128",1.91173589229584,1.91172850131989,1.91053402423859
"129",1.78670954704285,1.78671455383301,1.78529620170593
"130",1.57040548324585,1.57045638561249,1.56756126880646
"131",2.15546250343323,2.15550994873047,2.1535918712616
"132",1.81069850921631,1.8107373714447,1.81243205070496
"133",1.90180015563965,1.90182292461395,1.90496873855591
"134",1.88006138801575,1.88005697727203,1.8823082447052
"135",2.13908767700195,2.13912343978882,2.12710094451904
"136",1.93875694274902,1.93869304656982,1.9315938949585
"137",2.11834311485291,2.11843967437744,2.11509084701538
"138",1.69653141498566,1.69654250144958,1.70906758308411
"139",1.88058710098267,1.88056457042694,1.88043165206909
"140",1.50157940387726,1.50182294845581,1.49082899093628
"141",2.20708751678467,2.20697021484375,2.21298933029175
"142",1.43792390823364,1.43795776367188,1.43597269058228
"143",2.05728816986084,2.05738544464111,2.05748319625854
"144",2.14264965057373,2.14256739616394,2.14494752883911
"145",2.35400938987732,2.35390901565552,2.35584497451782
"146",1.95066118240356,1.9504656791687,1.95178961753845
"147",2.3888111114502,2.38899946212769,2.38559675216675
"148",1.84510910511017,1.84508490562439,1.84458601474762
"149",2.46369647979736,2.46382331848145,2.46428680419922
"150",2.55639004707336,2.55637454986572,2.5385844707489
"151",2.23451733589172,2.23397970199585,2.29020833969116
"152",1.91482222080231,1.91483223438263,1.91466629505157
"153",1.65535485744476,1.65572357177734,1.64123225212097
"154",2.13517904281616,2.13498783111572,2.13570690155029
"155",1.95606422424316,1.95609486103058,1.95635712146759
"156",2.49385929107666,2.49381923675537,2.51697111129761
"157",1.76263821125031,1.7626645565033,1.75939106941223
"158",2.13305807113647,2.13270497322083,2.14013290405273
"159",2.39223885536194,2.39229583740234,2.39747524261475
"160",2.3939516544342,2.39385223388672,2.39791822433472
"161",1.73752379417419,1.7375750541687,1.73528158664703
"162",1.82346653938293,1.82354474067688,1.8222404718399
"163",1.69652891159058,1.69647121429443,1.69785284996033
"164",2.09447765350342,2.09454488754272,2.09248733520508
"165",1.91148471832275,1.91140675544739,1.91306328773499
"166",1.66205012798309,1.66206479072571,1.6641902923584
"167",1.68938839435577,1.6896185874939,1.68254363536835
"168",1.96928000450134,1.969202876091,1.97076904773712
"169",1.53467607498169,1.53468716144562,1.53663921356201
"170",1.30720138549805,1.30749821662903,1.2930006980896
"171",1.98492217063904,1.98442161083221,2.007732629776
"172",3.01665854454041,3.0163254737854,3.00946855545044
"173",1.68852031230927,1.68852198123932,1.68665504455566
"174",2.23166990280151,2.23153853416443,2.23487043380737
"175",1.92451333999634,1.92464756965637,1.92373430728912
"176",1.52134943008423,1.52131545543671,1.52363324165344
"177",1.81216549873352,1.81221544742584,1.81153357028961
"178",1.67212772369385,1.67225825786591,1.65851271152496
"179",2.21091604232788,2.2108793258667,2.20997166633606
"180",1.79057765007019,1.79067230224609,1.8084317445755
"181",1.73593151569366,1.7359162569046,1.73600387573242
"182",1.51223063468933,1.51257574558258,1.50632810592651
"183",1.93321526050568,1.93320310115814,1.93041527271271
"184",2.00106191635132,2.00101232528687,1.99912357330322
"185",1.63762295246124,1.63770067691803,1.63297438621521
"186",1.83850228786469,1.83869254589081,1.83105528354645
"187",1.78173661231995,1.78167593479156,1.77993607521057
"188",2.17357563972473,2.17350244522095,2.17791557312012
"189",1.46388673782349,1.46380305290222,1.46866428852081
"190",2.14318990707397,2.1431360244751,2.1432466506958
"191",1.83751702308655,1.83747839927673,1.83187365531921
"192",1.93208479881287,1.93214523792267,1.93144512176514
"193",1.97236359119415,1.97235178947449,1.97242605686188
"194",1.70038831233978,1.70034968852997,1.70174026489258
"195",2.05428981781006,2.05429840087891,2.05368494987488
"196",1.81707358360291,1.81706011295319,1.81892287731171
"197",1.38743424415588,1.38739228248596,1.38854491710663
"198",1.53737008571625,1.5373969078064,1.53473663330078
"199",2.12474203109741,2.12474346160889,2.12346887588501
"200",1.61337518692017,1.61338782310486,1.61013865470886
"201",2.00332975387573,2.00330948829651,1.99948668479919
"202",1.53239405155182,1.5324535369873,1.52690291404724
"203",1.77519309520721,1.77534031867981,1.77065455913544
"204",1.70850110054016,1.70851707458496,1.70674073696136
"205",2.04745602607727,2.04745483398438,2.04584693908691
"206",1.67401885986328,1.67393207550049,1.67518091201782
"207",1.64721596240997,1.64720940589905,1.65484154224396
"208",2.026198387146,2.02598452568054,2.03543901443481
"209",1.61783468723297,1.61775028705597,1.61922287940979
"210",1.70493018627167,1.70492506027222,1.70847404003143
"211",2.12073612213135,2.12075424194336,2.12066435813904
"212",1.61402702331543,1.61410868167877,1.61372423171997
"213",1.55730509757996,1.5574711561203,1.55705606937408
"214",1.89771115779877,1.89780306816101,1.89743876457214
"215",1.54787814617157,1.54830515384674,1.53108596801758
"216",1.76238477230072,1.76247644424438,1.76715266704559
"217",2.24054718017578,2.24023461341858,2.2509069442749
"218",2.09151983261108,2.09151411056519,2.09227323532104
"219",2.15673303604126,2.15679788589478,2.15670013427734
"220",1.70399355888367,1.70440828800201,1.62764716148376
"221",1.75381791591644,1.75373792648315,1.7562712430954
"222",1.91459798812866,1.91449666023254,1.91788399219513
"223",1.58230221271515,1.58224844932556,1.58055710792542
"224",1.71738421916962,1.71752023696899,1.71680450439453
"225",1.87460911273956,1.87458837032318,1.8790899515152
"226",2.48209095001221,2.48211240768433,2.45681762695312
"227",1.86394011974335,1.86382520198822,1.86503279209137
"228",1.89427947998047,1.89434492588043,1.89282405376434
"229",2.02333068847656,2.02318859100342,2.02382922172546
"230",2.03505229949951,2.03515648841858,2.02814841270447
"231",1.85370099544525,1.85370564460754,1.85008537769318
"232",1.8545343875885,1.85442578792572,1.8513822555542
"233",2.21335220336914,2.2133903503418,2.19911098480225
"234",1.51599562168121,1.51603126525879,1.51657140254974
"235",1.57955491542816,1.5798362493515,1.56933927536011
"236",1.48444485664368,1.48437869548798,1.4857462644577
"237",1.98416829109192,1.98423540592194,1.98272669315338
"238",1.97259056568146,1.97257173061371,1.96881175041199
"239",2.26390719413757,2.26387333869934,2.2615795135498
"240",1.55733275413513,1.55746340751648,1.55493068695068
"241",2.11371684074402,2.11402940750122,2.10146069526672
"242",1.95483040809631,1.95502829551697,1.94596767425537
"243",1.77328383922577,1.77327787876129,1.76831078529358
"244",1.72926008701324,1.7293426990509,1.72545552253723
"245",1.86252474784851,1.86238098144531,1.86698722839355
"246",1.86936116218567,1.86929106712341,1.83961462974548
"247",1.88481509685516,1.88473773002625,1.88342189788818
"248",1.9501268863678,1.95043218135834,1.94561767578125
"249",2.20058250427246,2.20080947875977,2.19370269775391
"250",2.13725686073303,2.13724088668823,2.13820028305054
"251",2.06590867042542,2.06592798233032,2.06648802757263
"252",2.10537099838257,2.10540413856506,2.10552072525024
"253",1.78977453708649,1.78970789909363,1.79091966152191
"254",1.86290490627289,1.86287331581116,1.86519396305084
"255",2.02263259887695,2.02265453338623,2.02346992492676
"256",1.25194549560547,1.2517865896225,1.25081717967987
"257",1.72937536239624,1.72946727275848,1.72376334667206
"258",1.3710321187973,1.37155842781067,1.36050724983215
"259",1.44903302192688,1.44929337501526,1.44176197052002
"260",1.88222920894623,1.8823117017746,1.88669431209564
"261",2.22945547103882,2.22963523864746,2.22657227516174
"262",2.11309623718262,2.11318874359131,2.11169099807739
"263",1.68352293968201,1.68343722820282,1.68641781806946
"264",2.047682762146,2.0476508140564,2.05114078521729
"265",1.61410582065582,1.6140216588974,1.61776292324066
"266",2.04413151741028,2.04432010650635,2.0375599861145
"267",1.62676882743835,1.62672078609467,1.63944017887115
"268",1.66141057014465,1.66119575500488,1.66558730602264
"269",2.04863715171814,2.04851698875427,2.05313873291016
"270",1.53044307231903,1.53042721748352,1.5311940908432
"271",2.02786993980408,2.027916431427,2.02562427520752
"272",1.41598629951477,1.41598629951477,1.41035199165344
"273",2.67119860649109,2.67131686210632,2.66246056556702
"274",1.73583877086639,1.73592567443848,1.73285782337189
"275",1.777627825737,1.77763438224792,1.77816200256348
"276",1.57111859321594,1.57101464271545,1.57276046276093
"277",1.60285091400146,1.60292053222656,1.60195863246918
"278",2.09491443634033,2.09483218193054,2.097327709198
"279",1.75049674510956,1.75049567222595,1.75586748123169
"280",1.96155726909637,1.96155750751495,1.9610116481781
"281",2.01715326309204,2.01724338531494,2.01536083221436
"282",1.95395398139954,1.95404779911041,1.94881796836853
"283",1.68444347381592,1.68447065353394,1.68602585792542
"284",1.93526864051819,1.93524217605591,1.94360733032227
"285",1.80265235900879,1.80259323120117,1.80962312221527
"286",1.84920275211334,1.84910011291504,1.85270535945892
"287",1.67887771129608,1.67883384227753,1.68221080303192
"288",2.10211157798767,2.10211801528931,2.10279846191406
"289",2.38407135009766,2.38353848457336,2.39770460128784
"290",1.7069137096405,1.7068510055542,1.70961391925812
"291",1.73260402679443,1.73258364200592,1.73271715641022
"292",1.64547944068909,1.64573466777802,1.64377772808075
"293",2.50319361686707,2.50357866287231,2.47639656066895
"294",1.50186491012573,1.50187206268311,1.50470280647278
"295",1.5479588508606,1.54796421527863,1.54726254940033
"296",1.90672588348389,1.90669333934784,1.90846240520477
"297",1.53132736682892,1.53147983551025,1.52639508247375
"298",2.21112966537476,2.21116614341736,2.21198344230652
"299",1.90066170692444,1.90064823627472,1.90224182605743
"300",1.77654302120209,1.77646422386169,1.77479088306427
"301",2.12445211410522,2.12443828582764,2.12242078781128
"302",1.6271014213562,1.62728500366211,1.62129700183868
"303",1.72232449054718,1.72229504585266,1.72479689121246
"304",2.12429761886597,2.12459778785706,2.11295509338379
"305",1.83112132549286,1.83120250701904,1.83003830909729
"306",1.78316152095795,1.78324639797211,1.78151643276215
"307",1.84338617324829,1.84329211711884,1.84870648384094
"308",1.94913041591644,1.94905567169189,1.95526587963104
"309",2.48729014396667,2.48741483688354,2.48165035247803
"310",1.75640118122101,1.75631237030029,1.75659990310669
"311",2.42734694480896,2.42742490768433,2.42008543014526
"312",1.80048716068268,1.80038058757782,1.80516481399536
"313",2.13574409484863,2.13597965240479,2.13084268569946
"314",1.72530233860016,1.72526180744171,1.72494399547577
"315",2.13845038414001,2.13852953910828,2.13569927215576
"316",2.56689262390137,2.56693840026855,2.56434321403503
"317",1.77909696102142,1.77899658679962,1.77909970283508
"318",1.61404645442963,1.61403799057007,1.61467862129211
"319",1.53024172782898,1.53013443946838,1.53206884860992
"320",2.25725722312927,2.25676393508911,2.2678918838501
"321",2.09316825866699,2.09312629699707,2.09131646156311
"322",1.74804282188416,1.74799168109894,1.74595737457275
"323",1.73645007610321,1.73650419712067,1.73103404045105
"324",2.32634353637695,2.32616901397705,2.32598209381104
"325",1.81389403343201,1.81394982337952,1.81779086589813
"326",2.15166425704956,2.15175008773804,2.15041494369507
"327",2.69435906410217,2.69426488876343,2.66786193847656
"328",1.79925286769867,1.79922103881836,1.79992210865021
"329",1.86256325244904,1.8625054359436,1.86410629749298
"330",1.89114081859589,1.89111542701721,1.8934805393219
"331",1.79291164875031,1.79292464256287,1.7916020154953
"332",2.23595905303955,2.23608469963074,2.22992706298828
"333",1.593630194664,1.59345972537994,1.59097492694855
"334",1.72311127185822,1.72315573692322,1.72510778903961
"335",2.35822939872742,2.35767412185669,2.36177682876587
"336",2.86815786361694,2.86821913719177,2.86607217788696
"337",2.1383957862854,2.13836026191711,2.14282178878784
"338",1.626260638237,1.62626338005066,1.63889563083649
"339",1.73029232025146,1.73026657104492,1.72658669948578
"340",1.85010957717896,1.85005116462708,1.84908640384674
"341",1.8455548286438,1.84558415412903,1.84335017204285
"342",1.88201212882996,1.88223648071289,1.87502813339233
"343",2.10323596000671,2.10327053070068,2.10173845291138
"344",1.74166584014893,1.74143064022064,1.75228822231293
"345",1.55070626735687,1.55064582824707,1.55363655090332
"346",2.01434731483459,2.01450967788696,2.0066089630127
"347",2.34711074829102,2.34716558456421,2.3509669303894
"348",1.52100348472595,1.5211136341095,1.51903533935547
"349",2.08628487586975,2.08630895614624,2.08367586135864
"350",1.67974174022675,1.67997074127197,1.67558288574219
"351",2.4078152179718,2.40804719924927,2.41146945953369
"352",1.71359658241272,1.71371293067932,1.70535945892334
"353",2.36563158035278,2.36568236351013,2.36372685432434
"354",2.17368865013123,2.17366671562195,2.17420482635498
"355",1.56710565090179,1.56705749034882,1.57011806964874
"356",2.07105827331543,2.07073068618774,2.07656526565552
"357",1.6834419965744,1.68354249000549,1.68484592437744
"358",1.82678508758545,1.82674765586853,1.82969236373901
"359",1.68473637104034,1.68452322483063,1.68878865242004
"360",1.61489868164062,1.61489295959473,1.61938297748566
"361",1.4710807800293,1.47083425521851,1.47597992420197
"362",2.51807379722595,2.51832580566406,2.51143527030945
"363",2.09678649902344,2.09692168235779,2.09246706962585
"364",2.3323347568512,2.33260703086853,2.32671117782593
"365",1.82744812965393,1.8273913860321,1.82454943656921
"366",1.49880027770996,1.49867749214172,1.49639272689819
"367",1.85086584091187,1.85079836845398,1.85952723026276
"368",2.33063721656799,2.33055329322815,2.33271265029907
"369",1.68829357624054,1.68825089931488,1.69099712371826
"370",2.13359498977661,2.13340854644775,2.13264966011047
"371",1.89941847324371,1.89936232566833,1.90174877643585
"372",1.79060983657837,1.79028940200806,1.79928970336914
"373",2.64190626144409,2.64210629463196,2.631511926651
"374",1.94735109806061,1.94737613201141,1.94427514076233
"375",1.64473640918732,1.64463841915131,1.64393305778503
"376",2.02718782424927,2.0271589756012,2.02220487594604
"377",2.07150959968567,2.07137012481689,2.07159376144409
"378",2.56353378295898,2.56355929374695,2.56570744514465
"379",1.61804962158203,1.61805701255798,1.61672413349152
"380",2.24368572235107,2.24303245544434,2.27020835876465
"381",1.86990511417389,1.86992216110229,1.86731195449829
"382",2.41119575500488,2.4112606048584,2.41187858581543
"383",1.86580741405487,1.86569058895111,1.87048423290253
"384",1.93029952049255,1.93016314506531,1.93447947502136
"385",2.18446803092957,2.18448615074158,2.18667006492615
"386",2.22102117538452,2.22102308273315,2.22183179855347
"387",1.90006268024445,1.90022003650665,1.89672648906708
"388",1.86546397209167,1.86557960510254,1.86192536354065
"389",1.8553581237793,1.85509848594666,1.86333048343658
"390",2.06991147994995,2.06996965408325,2.06425666809082
"391",2.04626035690308,2.04614734649658,2.04840421676636
"392",1.39798283576965,1.39824652671814,1.385826587677
"393",2.59253311157227,2.59282374382019,2.58260679244995
"394",2.27629804611206,2.27612042427063,2.27630472183228
"395",2.1044647693634,2.10408711433411,2.10982751846313
"396",2.21295881271362,2.21273398399353,2.21944332122803
"397",1.52489840984344,1.52484703063965,1.52541589736938
"398",2.04288005828857,2.04292488098145,2.04520034790039
"399",2.44499588012695,2.44500684738159,2.44543957710266
"400",1.57650232315063,1.57636570930481,1.57517302036285
"401",1.80451476573944,1.80450809001923,1.79751551151276
"402",1.8623034954071,1.86241960525513,1.86767029762268
"403",2.18805336952209,2.18804001808167,2.19409847259521
"404",2.15435695648193,2.15453767776489,2.14968347549438
"405",2.24455595016479,2.24454736709595,2.24106192588806
"406",1.6890150308609,1.68890011310577,1.69457900524139
"407",2.06369924545288,2.06391763687134,2.05769753456116
"408",1.6906121969223,1.6905745267868,1.69401121139526
"409",1.69440805912018,1.69415307044983,1.76707148551941
"410",1.88296401500702,1.88299369812012,1.88556718826294
"411",2.06850266456604,2.0685715675354,2.06649518013
"412",1.49821639060974,1.4981164932251,1.49855422973633
"413",1.76290011405945,1.76287686824799,1.7663300037384
"414",2.35174179077148,2.35161566734314,2.35676026344299
"415",1.7541686296463,1.75416302680969,1.7532297372818
"416",2.45791006088257,2.45811176300049,2.45223832130432
"417",1.9170618057251,1.91710567474365,1.91495668888092
"418",1.89278554916382,1.8927276134491,1.89133429527283
"419",1.51013493537903,1.51003861427307,1.51109576225281
"420",2.1222038269043,2.12224555015564,2.11373662948608
"421",2.06013107299805,2.06029748916626,2.05358672142029
"422",1.96374559402466,1.96375858783722,1.96482026576996
"423",2.10163545608521,2.10162496566772,2.10277223587036
"424",2.09990072250366,2.09987282752991,2.09929895401001
"425",1.91753768920898,1.91755390167236,1.91717481613159
"426",1.89295661449432,1.89270055294037,1.92236065864563
"427",1.72004580497742,1.71997904777527,1.72317802906036
"428",2.01302719116211,2.01317286491394,2.00572204589844
"429",1.70288681983948,1.70288062095642,1.70226716995239
"430",1.72177243232727,1.72173273563385,1.73100209236145
"431",2.6353759765625,2.63589215278625,2.62860989570618
"432",1.45687866210938,1.45683073997498,1.45641541481018
"433",2.18373489379883,2.18365335464478,2.18481779098511
"434",1.5895459651947,1.58971440792084,1.58554089069366
"435",1.45536518096924,1.45562934875488,1.44892621040344
"436",2.07949542999268,2.07956051826477,2.07868504524231
"437",1.62669312953949,1.62664937973022,1.62881207466125
"438",1.53576576709747,1.53582966327667,1.53363382816315
"439",1.84567677974701,1.84567296504974,1.84927010536194
"440",1.9482581615448,1.94823050498962,1.94850122928619
"441",1.8312269449234,1.83128952980042,1.82693874835968
"442",2.1299135684967,2.12995147705078,2.13409757614136
"443",2.53798627853394,2.53807544708252,2.52605581283569
"444",2.47815346717834,2.4782509803772,2.46161842346191
"445",2.43464779853821,2.43472599983215,2.43302488327026
"446",1.91828167438507,1.91832542419434,1.91280472278595
"447",2.0953516960144,2.09532999992371,2.09931945800781
"448",2.10293245315552,2.10294556617737,2.10007572174072
"449",1.71593475341797,1.71589910984039,1.71385526657104
"450",2.21942067146301,2.21929526329041,2.22167563438416
"451",1.8933402299881,1.89317309856415,1.89591932296753
"452",1.65120840072632,1.65120339393616,1.64995300769806
"453",1.87401700019836,1.87410843372345,1.87230050563812
"454",1.96826696395874,1.96815741062164,1.97571051120758
"455",2.08551502227783,2.08568835258484,2.07670760154724
"456",1.95563232898712,1.95627534389496,2.09897613525391
"457",1.89831018447876,1.89824342727661,1.89947819709778
"458",1.77934587001801,1.77937030792236,1.77944684028625
"459",2.1970067024231,2.19693207740784,2.20141744613647
"460",2.17579936981201,2.17579054832458,2.17636346817017
"461",2.34675264358521,2.34646654129028,2.35515546798706
"462",2.12722754478455,2.12732791900635,2.12365984916687
"463",2.00188827514648,2.00186491012573,2.00137042999268
"464",2.48856711387634,2.48881244659424,2.48029613494873
"465",1.69965755939484,1.69974410533905,1.7014262676239
"466",1.74736523628235,1.74721539020538,1.75414943695068
"467",1.63465321063995,1.63474416732788,1.62379419803619
"468",1.52259147167206,1.52253997325897,1.52645134925842
"469",1.81870555877686,1.81871390342712,1.81750237941742
"470",1.78605496883392,1.78610026836395,1.78581762313843
"471",2.05198240280151,2.05189323425293,2.05570960044861
"472",2.15162563323975,2.15141677856445,2.1565580368042
"473",1.2774829864502,1.27811324596405,1.26519596576691
"474",1.88661301136017,1.88657331466675,1.89070391654968
"475",1.53593564033508,1.53587424755096,1.53876578807831
"476",1.97632420063019,1.97642230987549,1.97321164608002
"477",2.03851747512817,2.03849101066589,2.01385974884033
"478",2.1299262046814,2.12999296188354,2.1268196105957
"479",2.45539665222168,2.45555424690247,2.44506978988647
"480",2.1164345741272,2.11651492118835,2.11559295654297
"481",2.294438123703,2.29441809654236,2.29845905303955
"482",1.85728526115417,1.85742890834808,1.84590482711792
"483",1.99550664424896,1.99553501605988,2.01780295372009
"484",2.04169940948486,2.04165935516357,2.04199314117432
"485",2.30801391601562,2.30814504623413,2.30347919464111
"486",1.97174656391144,1.9715690612793,1.97476696968079
"487",2.01912546157837,2.01913547515869,2.01936006546021
"488",2.09858965873718,2.09863328933716,2.10014700889587
"489",1.58041405677795,1.58036065101624,1.57932996749878
"490",1.59103858470917,1.59097719192505,1.59463572502136
"491",1.73780989646912,1.73797690868378,1.73237037658691
"492",1.76186895370483,1.76189160346985,1.76211559772491
"493",1.41441512107849,1.41457688808441,1.41317534446716
"494",1.85823833942413,1.85821866989136,1.85679614543915
"495",1.96437382698059,1.96439242362976,1.97137439250946
"496",2.11492300033569,2.11510586738586,2.11712527275085
"497",1.79179847240448,1.79185402393341,1.79137492179871
"498",2.06892466545105,2.06894254684448,2.06429147720337
"499",1.62656426429749,1.62628889083862,1.63618397712708
"500",1.77907192707062,1.77918243408203,1.77537536621094
"501",2.13432836532593,2.13435554504395,2.13834524154663
"502",2.05688095092773,2.05682897567749,2.05759525299072
"503",1.78969025611877,1.78983783721924,1.78552377223969
"504",2.2989559173584,2.29877901077271,2.30527639389038
"505",2.03251218795776,2.03254270553589,2.029545545578
"506",2.01835989952087,2.01820278167725,2.0237889289856
"507",2.09963798522949,2.09930515289307,2.10422897338867
"508",1.44959139823914,1.44989681243896,1.44123959541321
"509",2.42370986938477,2.42372035980225,2.4288215637207
"510",1.56121480464935,1.56112420558929,1.57502007484436
"511",1.84031569957733,1.84030675888062,1.83238470554352
"512",1.74347746372223,1.74347233772278,1.7455667257309
"513",1.91858184337616,1.91853094100952,1.92188286781311
"514",1.68593859672546,1.68592548370361,1.68315076828003
"515",2.00058221817017,2.000648021698,2.00108861923218
"516",2.24720644950867,2.2470223903656,2.25013875961304
"517",2.02360773086548,2.02348518371582,2.02579307556152
